"id,state,county,rate"
"13199,Georgia,Meriwether County,0"
"13201,Georgia,Miller County,0"
"13205,Georgia,Mitchell County,0"
"13207,Georgia,Monroe County,0"
"13209,Georgia,Montgomery County,0"
"13211,Georgia,Morgan County,0"
"13213,Georgia,Murray County,0"
"13215,Georgia,Muscogee County,0"
"13217,Georgia,Newton County,0"
"13219,Georgia,Oconee County,0"
"13221,Georgia,Oglethorpe County,0"
"13223,Georgia,Paulding County,0"
"13225,Georgia,Peach County,0"
"13227,Georgia,Pickens County,0"
"13229,Georgia,Pierce County,0"
"13231,Georgia,Pike County,0"
"13233,Georgia,Polk County,0"
"13235,Georgia,Pulaski County,0"
"13237,Georgia,Putnam County,0"
"13239,Georgia,Quitman County,0"
"13241,Georgia,Rabun County,0"
"13243,Georgia,Randolph County,0"
"13245,Georgia,Richmond County,0"
"13247,Georgia,Rockdale County,0"
"13249,Georgia,Schley County,0"
"13251,Georgia,Screven County,0"
"13253,Georgia,Seminole County,0"
"13255,Georgia,Spalding County,0"
"13257,Georgia,Stephens County,0"
"13259,Georgia,Stewart County,0"
"13261,Georgia,Sumter County,0"
"13263,Georgia,Talbot County,0"
"13265,Georgia,Taliaferro County,0"
"13267,Georgia,Tattnall County,0"
"13269,Georgia,Taylor County,0"
"13271,Georgia,Telfair County,0"
"13273,Georgia,Terrell County,0"
"13275,Georgia,Thomas County,0"
"13277,Georgia,Tift County,0"
"13279,Georgia,Toombs County,0"
"13281,Georgia,Towns County,0"
"13283,Georgia,Treutlen County,0"
"13285,Georgia,Troup County,0"
"13287,Georgia,Turner County,0"
"13289,Georgia,Twiggs County,0"
"13291,Georgia,Union County,0"
"13293,Georgia,Upson County,0"
"13295,Georgia,Walker County,0"
"13297,Georgia,Walton County,0"
"13299,Georgia,Ware County,0"
"13303,Georgia,Washington County,0"
"13307,Georgia,Webster County,0"
"13309,Georgia,Wheeler County,0"
"13311,Georgia,White County,0"
"13313,Georgia,Whitfield County,0"
"13315,Georgia,Wilcox County,0"
"13317,Georgia,Wilkes County,0"
"13319,Georgia,Wilkinson County,0"
"13321,Georgia,Worth County,0"
"15001,Hawaii,Hawaii County,0"
"15007,Hawaii,Kauai County,0"
"15009,Hawaii,Maui County,0"
"16003,Idaho,Adams County,0"
"16005,Idaho,Bannock County,0"
"16007,Idaho,Bear Lake County,0"
"16009,Idaho,Benewah County,0"
"16011,Idaho,Bingham County,0"
"16013,Idaho,Blaine County,0"
"16015,Idaho,Boise County,0"
"16017,Idaho,Bonner County,0"
"16021,Idaho,Boundary County,0"
"16023,Idaho,Butte County,0"
"16025,Idaho,Camas County,0"
"16027,Idaho,Canyon County,0"
"16029,Idaho,Caribou County,0"
"16031,Idaho,Cassia County,0"
"16033,Idaho,Clark County,0"
"16035,Idaho,Clearwater County,0"
"16037,Idaho,Custer County,0"
"16039,Idaho,Elmore County,0"
"16041,Idaho,Franklin County,0"
"16043,Idaho,Fremont County,0"
"16045,Idaho,Gem County,0"
"16047,Idaho,Gooding County,0"
"16049,Idaho,Idaho County,0"
"16051,Idaho,Jefferson County,0"
"16053,Idaho,Jerome County,0"
"16055,Idaho,Kootenai County,0"
"16057,Idaho,Latah County,0"
"16059,Idaho,Lemhi County,0"
"16061,Idaho,Lewis County,0"
"16063,Idaho,Lincoln County,0"
"16065,Idaho,Madison County,0"
"16067,Idaho,Minidoka County,0"
"16069,Idaho,Nez Perce County,0"
"16073,Idaho,Owyhee County,0"
"16075,Idaho,Payette County,0"
"16077,Idaho,Power County,0"
"16079,Idaho,Shoshone County,0"
"16081,Idaho,Teton County,0"
"16083,Idaho,Twin Falls County,0"
"16085,Idaho,Valley County,0"
"16087,Idaho,Washington County,0"
"17001,Illinois,Adams County,0"
"17003,Illinois,Alexander County,0"
"17005,Illinois,Bond County,0"
"17007,Illinois,Boone County,0"
"17009,Illinois,Brown County,0"
"17011,Illinois,Bureau County,0"
"17013,Illinois,Calhoun County,0"
"17015,Illinois,Carroll County,0"
"17021,Illinois,Christian County,0"
"17023,Illinois,Clark County,0"
"17025,Illinois,Clay County,0"
"17027,Illinois,Clinton County,0"
"17029,Illinois,Coles County,0"
"17031,Illinois,Cook County,0"
"17033,Illinois,Crawford County,0"
"17037,Illinois,DeKalb County,0"
"17039,Illinois,De Witt County,0"
"17041,Illinois,Douglas County,0"
"17045,Illinois,Edgar County,0"
"17047,Illinois,Edwards County,0"
"17049,Illinois,Effingham County,0"
"17051,Illinois,Fayette County,0"
"17053,Illinois,Ford County,0"
"17055,Illinois,Franklin County,0"
"17057,Illinois,Fulton County,0"
"17059,Illinois,Gallatin County,0"
"17061,Illinois,Greene County,0"
"17063,Illinois,Grundy County,0"
"17065,Illinois,Hamilton County,0"
"17067,Illinois,Hancock County,0"
"17069,Illinois,Hardin County,0"
"17071,Illinois,Henderson County,0"
"17073,Illinois,Henry County,0"
"17075,Illinois,Iroquois County,0"
"17077,Illinois,Jackson County,0"
"17079,Illinois,Jasper County,0"
"17081,Illinois,Jefferson County,0"
"17083,Illinois,Jersey County,0"
"17085,Illinois,Jo Daviess County,0"
"17087,Illinois,Johnson County,0"
"17089,Illinois,Kane County,0"
"17091,Illinois,Kankakee County,0"
"17093,Illinois,Kendall County,0"
"17097,Illinois,Lake County,0"
"17099,Illinois,LaSalle County,0"
"17101,Illinois,Lawrence County,0"
"17103,Illinois,Lee County,0"
"17105,Illinois,Livingston County,0"
"17107,Illinois,Logan County,0"
"17109,Illinois,McDonough County,0"
"17111,Illinois,McHenry County,0"
"17113,Illinois,McLean County,0"
"17115,Illinois,Macon County,0"
"17117,Illinois,Macoupin County,0"
"17119,Illinois,Madison County,0"
"17121,Illinois,Marion County,0"
"17123,Illinois,Marshall County,0"
"17125,Illinois,Mason County,0"
"17127,Illinois,Massac County,0"
"17129,Illinois,Menard County,0"
"17133,Illinois,Monroe County,0"
"17135,Illinois,Montgomery County,0"
"17137,Illinois,Morgan County,0"
"17139,Illinois,Moultrie County,0"
"17141,Illinois,Ogle County,0"
"17145,Illinois,Perry County,0"
"17147,Illinois,Piatt County,0"
"17149,Illinois,Pike County,0"
"17151,Illinois,Pope County,0"
"17153,Illinois,Pulaski County,0"
"17155,Illinois,Putnam County,0"
"17157,Illinois,Randolph County,0"
"17161,Illinois,Rock Island County,0"
"17163,Illinois,St. Clair County,0"
"17165,Illinois,Saline County,0"
"17169,Illinois,Schuyler County,0"
"17171,Illinois,Scott County,0"
"17173,Illinois,Shelby County,0"
"17177,Illinois,Stephenson County,0"
"17181,Illinois,Union County,0"
"17183,Illinois,Vermilion County,0"
"17185,Illinois,Wabash County,0"
"17187,Illinois,Warren County,0"
"17189,Illinois,Washington County,0"
"17191,Illinois,Wayne County,0"
"17193,Illinois,White County,0"
"17195,Illinois,Whiteside County,0"
"17201,Illinois,Winnebago County,0"
"17203,Illinois,Woodford County,0"
"18001,Indiana,Adams County,0"
"18003,Indiana,Allen County,0"
"18005,Indiana,Bartholomew County,0"
"18007,Indiana,Benton County,0"
"18009,Indiana,Blackford County,0"
"18011,Indiana,Boone County,0"
"18013,Indiana,Brown County,0"
"18015,Indiana,Carroll County,0"
"18017,Indiana,Cass County,0"
"18019,Indiana,Clark County,0"
"18021,Indiana,Clay County,0"
"18023,Indiana,Clinton County,0"
"18025,Indiana,Crawford County,0"
"18027,Indiana,Daviess County,0"
"18029,Indiana,Dearborn County,0"
"18031,Indiana,Decatur County,0"
"18033,Indiana,DeKalb County,0"
"18037,Indiana,Dubois County,0"
"18039,Indiana,Elkhart County,0"
"18041,Indiana,Fayette County,0"
"18043,Indiana,Floyd County,0"
"18045,Indiana,Fountain County,0"
"18047,Indiana,Franklin County,0"
"18049,Indiana,Fulton County,0"
"18051,Indiana,Gibson County,0"
"18053,Indiana,Grant County,0"
"18055,Indiana,Greene County,0"
"18057,Indiana,Hamilton County,0"
"18059,Indiana,Hancock County,0"
"18061,Indiana,Harrison County,0"
"18063,Indiana,Hendricks County,0"
"18065,Indiana,Henry County,0"
"18067,Indiana,Howard County,0"
"18069,Indiana,Huntington County,0"
"18071,Indiana,Jackson County,0"
"18073,Indiana,Jasper County,0"
"18075,Indiana,Jay County,0"
"18077,Indiana,Jefferson County,0"
"18079,Indiana,Jennings County,0"
"18081,Indiana,Johnson County,0"
"18083,Indiana,Knox County,0"
"18085,Indiana,Kosciusko County,0"
"18087,Indiana,LaGrange County,0"
"18089,Indiana,Lake County,0"
"18091,Indiana,LaPorte County,0"
"18093,Indiana,Lawrence County,0"
"18095,Indiana,Madison County,0"
"18097,Indiana,Marion County,0"
"18099,Indiana,Marshall County,0"
"18101,Indiana,Martin County,0"
"18103,Indiana,Miami County,0"
"18105,Indiana,Monroe County,0"
"18107,Indiana,Montgomery County,0"
"18109,Indiana,Morgan County,0"
"18111,Indiana,Newton County,0"
"18113,Indiana,Noble County,0"
"18115,Indiana,Ohio County,0"
"18117,Indiana,Orange County,0"
"18119,Indiana,Owen County,0"
"18121,Indiana,Parke County,0"
"18123,Indiana,Perry County,0"
"18125,Indiana,Pike County,0"
"18127,Indiana,Porter County,0"
"18129,Indiana,Posey County,0"
"18131,Indiana,Pulaski County,0"
"18133,Indiana,Putnam County,0"
"18135,Indiana,Randolph County,0"
"18137,Indiana,Ripley County,0"
"18139,Indiana,Rush County,0"
"18143,Indiana,Scott County,0"
"18145,Indiana,Shelby County,0"
"18147,Indiana,Spencer County,0"
"18149,Indiana,Starke County,0"
"18151,Indiana,Steuben County,0"
"18153,Indiana,Sullivan County,0"
"18155,Indiana,Switzerland County,0"
"18157,Indiana,Tippecanoe County,0"
"18159,Indiana,Tipton County,0"
"18161,Indiana,Union County,0"
"18165,Indiana,Vermillion County,0"
"18169,Indiana,Wabash County,0"
"18171,Indiana,Warren County,0"
"18173,Indiana,Warrick County,0"
"18175,Indiana,Washington County,0"
"18177,Indiana,Wayne County,0"
"18179,Indiana,Wells County,0"
"18181,Indiana,White County,0"
"18183,Indiana,Whitley County,0"
"19001,Iowa,Adair County,0"
"19003,Iowa,Adams County,0"
"19005,Iowa,Allamakee County,0"
"19007,Iowa,Appanoose County,0"
"19009,Iowa,Audubon County,0"
"19011,Iowa,Benton County,0"
"19013,Iowa,Black Hawk County,0"
"19015,Iowa,Boone County,0"
"19017,Iowa,Bremer County,0"
"19019,Iowa,Buchanan County,0"
"19021,Iowa,Buena Vista County,0"
"19023,Iowa,Butler County,0"
"19025,Iowa,Calhoun County,0"
"19027,Iowa,Carroll County,0"
"19029,Iowa,Cass County,0"
"19031,Iowa,Cedar County,0"
"19033,Iowa,Cerro Gordo County,0"
"19035,Iowa,Cherokee County,0"
"19037,Iowa,Chickasaw County,0"
"19039,Iowa,Clarke County,0"
"19041,Iowa,Clay County,0"
"19043,Iowa,Clayton County,0"
"19045,Iowa,Clinton County,0"
"19047,Iowa,Crawford County,0"
"19049,Iowa,Dallas County,0"
"19051,Iowa,Davis County,0"
"19053,Iowa,Decatur County,0"
"19055,Iowa,Delaware County,0"
"19057,Iowa,Des Moines County,0"
"19059,Iowa,Dickinson County,0"
"19061,Iowa,Dubuque County,0"
"19063,Iowa,Emmet County,0"
"19065,Iowa,Fayette County,0"
"19067,Iowa,Floyd County,0"
"19069,Iowa,Franklin County,0"
"19071,Iowa,Fremont County,0"
"19073,Iowa,Greene County,0"
"19075,Iowa,Grundy County,0"
"19077,Iowa,Guthrie County,0"
"19079,Iowa,Hamilton County,0"
"19081,Iowa,Hancock County,0"
"19083,Iowa,Hardin County,0"
